Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
27.0,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30.0,1992.0,34.0,48.0,4.0,0.0,5.0,3.0,43.9,0.27,-1.1,-0.03,257.0,588.0,43.7,1326.0,183.0,33.3,33.7,258.0,57.0,47.5,489.0,29.0,5.9,51.0,1.5,16.5
28.0,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23.0,1999.0,5.0,3.0,1.0,0.0,0.0,0.0,3.4,0.22,0.4,0.09,24.0,70.0,34.3,167.0,27.0,34.7,33.3,28.0,42.9,38.1,29.0,1.0,3.4,3.0,0.6,13.8
29.0,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20.0,2001.0,32.0,31.0,2.0,2.0,1.0,3.0,30.5,0.27,2.5,0.08,76.0,282.0,27.0,903.0,121.0,26.2,29.4,105.0,42.9,37.2,317.0,22.0,6.9,25.0,0.78,13.5
30.0,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23.0,1999.0,33.0,68.0,5.0,4.0,8.0,0.0,57.9,0.33,-10.1,-0.31,204.0,586.0,34.8,977.0,166.0,42.5,35.9,235.0,72.8,54.3,486.0,33.0,6.8,70.0,2.12,18.8
31.0,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35.0,1987.0,35.0,55.0,3.0,0.0,5.0,2.0,38.5,0.31,-14.5,-0.41,176.0,436.0,40.4,1140.0,187.0,30.4,33.3,285.0,31.2,32.5,467.0,28.0,6.0,28.0,0.8,14.2
32.0,Alex Cordaz,it ITA,GK,Inter,it Serie A,39.0,1983.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.26,0.5,1.77,1.0,7.0,14.3,15.0,3.0,26.7,33.5,5.0,60.0,52.0,7.0,0.0,0.0,0.0,0.0,
33.0,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35.0,1987.0,19.0,41.0,3.0,0.0,3.0,0.0,34.0,0.33,-7.0,-0.37,132.0,292.0,45.2,454.0,72.0,41.9,36.8,137.0,74.5,51.7,285.0,3.0,1.1,11.0,0.58,13.1
34.0,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30.0,1992.0,31.0,29.0,4.0,0.0,1.0,0.0,29.7,0.22,0.7,0.02,83.0,214.0,38.8,982.0,194.0,18.4,27.7,152.0,21.7,29.5,366.0,32.0,8.7,40.0,1.29,15.4
35.0,Alessio Cragno,it ITA,GK,Monza,it Serie A,28.0,1994.0,1.0,3.0,0.0,0.0,0.0,0.0,1.7,0.35,-1.3,-1.33,2.0,4.0,50.0,25.0,4.0,12.0,22.6,6.0,16.7,33.3,7.0,0.0,0.0,2.0,2.0,25.7
36.0,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24.0,1998.0,8.0,16.0,1.0,0.0,3.0,0.0,13.5,0.25,-2.5,-0.32,48.0,139.0,34.5,226.0,38.0,42.9,36.6,54.0,77.8,54.5,158.0,17.0,10.8,8.0,1.0,13.8
37.0,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26.0,1996.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.25,0.5,0.48,5.0,9.0,55.6,20.0,9.0,25.0,33.2,6.0,66.7,46.5,11.0,1.0,9.1,0.0,0.0,7.0
38.0,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25.0,1997.0,37.0,49.0,3.0,1.0,4.0,1.0,48.7,0.28,0.7,0.02,166.0,476.0,34.9,1265.0,236.0,30.4,32.2,247.0,37.2,34.9,541.0,14.0,2.6,32.0,0.86,13.4
39.0,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29.0,1993.0,37.0,47.0,8.0,0.0,5.0,0.0,55.4,0.28,8.4,0.23,235.0,601.0,39.1,1209.0,173.0,40.0,37.0,255.0,45.9,40.4,464.0,34.0,7.3,25.0,0.68,11.5
40.0,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28.0,1993.0,36.9,49.0,4.0,0.0,9.0,4.0,44.2,0.3,-0.8,-0.02,152.0,537.0,28.3,816.0,199.0,45.0,38.6,299.0,56.9,46.7,500.0,24.0,4.8,52.0,1.41,16.1
41.0,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,22.0,1999.0,31.0,31.0,1.0,2.0,2.0,1.0,37.0,0.27,7.0,0.22,136.0,308.0,44.2,874.0,191.0,28.3,31.8,185.0,33.0,34.3,430.0,40.0,9.3,35.0,1.13,12.7
42.0,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,24.0,1998.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.34,-1.0,-0.97,3.0,17.0,17.6,30.0,4.0,40.0,33.6,10.0,50.0,31.7,14.0,1.0,7.1,5.0,5.0,21.3
43.0,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30.0,1992.0,14.1,13.0,0.0,0.0,2.0,1.0,12.2,0.23,0.2,0.02,103.0,326.0,31.6,372.0,44.0,58.1,44.0,131.0,84.0,62.4,216.0,12.0,5.6,10.0,0.71,12.2
44.0,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23.0,1999.0,37.9,40.0,2.0,1.0,3.0,1.0,43.3,0.26,4.3,0.11,54.0,148.0,36.5,728.0,167.0,15.0,23.9,207.0,18.8,24.1,436.0,33.0,7.6,27.0,0.71,12.1
45.0,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24.0,1997.0,32.7,54.0,4.0,1.0,7.0,3.0,46.1,0.25,-4.9,-0.15,151.0,482.0,31.3,975.0,159.0,37.6,34.6,196.0,58.7,46.5,472.0,13.0,2.8,32.0,0.98,14.1
46.0,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33.0,1989.0,1.7,1.0,0.0,0.0,0.0,1.0,1.9,0.21,1.9,1.07,6.0,10.0,60.0,39.0,14.0,10.3,20.7,15.0,40.0,35.3,30.0,1.0,3.3,0.0,0.0,12.4
47.0,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29.0,1993.0,38.0,57.0,4.0,2.0,8.0,3.0,54.2,0.28,0.2,0.01,136.0,363.0,37.5,1006.0,176.0,24.4,29.5,264.0,44.7,37.2,517.0,30.0,5.8,21.0,0.55,10.1
48.0,Ederson,br BRA,GK,Manchester City,eng Premier League,28.0,1993.0,35.0,32.0,3.0,1.0,4.0,1.0,26.2,0.3,-4.8,-0.14,117.0,263.0,44.5,1104.0,147.0,19.6,28.0,152.0,30.9,32.3,286.0,19.0,6.6,33.0,0.94,15.7
49.0,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19.0,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.36,1.5,1.52,5.0,13.0,38.5,22.0,6.0,27.3,31.2,13.0,53.8,43.1,18.0,0.0,0.0,0.0,0.0,3.5
50.0,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37.0,1985.0,34.6,48.0,2.0,0.0,3.0,1.0,45.9,0.28,-1.1,-0.03,198.0,516.0,38.4,677.0,153.0,54.2,39.3,249.0,59.8,44.8,513.0,29.0,5.7,25.0,0.72,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33.0,1988.0,11.4,13.0,1.0,0.0,1.0,1.0,12.4,0.21,0.4,0.04,99.0,217.0,45.6,358.0,50.0,45.0,36.8,83.0,67.5,48.9,162.0,11.0,6.8,9.0,0.79,11.6
52.0,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27.0,1995.0,38.0,46.0,5.0,2.0,6.0,3.0,43.5,0.24,0.5,0.01,194.0,721.0,26.9,876.0,143.0,56.8,42.1,282.0,79.1,53.5,534.0,23.0,4.3,42.0,1.11,14.1
53.0,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31.0,1991.0,21.0,19.0,0.0,0.0,0.0,1.0,17.7,0.24,-0.3,-0.01,191.0,438.0,43.6,615.0,87.0,50.9,41.1,174.0,71.8,54.2,319.0,14.0,4.4,37.0,1.76,16.3
54.0,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24.0,1998.0,11.0,18.0,0.0,0.0,4.0,1.0,15.2,0.31,-1.8,-0.17,104.0,221.0,47.1,253.0,37.0,55.7,42.5,103.0,77.7,54.8,153.0,5.0,3.3,15.0,1.36,16.3
55.0,Fernando,es ESP,GK,Almería,es La Liga,32.0,1990.0,36.5,61.0,4.0,1.0,4.0,1.0,60.5,0.29,0.5,0.01,199.0,557.0,35.7,967.0,211.0,39.1,36.9,341.0,52.5,42.9,614.0,39.0,6.4,26.0,0.71,12.4
56.0,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,1.9,0.49,-0.1,-0.05,7.0,15.0,46.7,19.0,3.0,57.9,37.9,5.0,80.0,56.2,7.0,1.0,14.3,0.0,0.0,6.0
57.0,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29.0,1993.0,34.0,44.0,5.0,0.0,4.0,0.0,46.4,0.28,2.4,0.07,271.0,665.0,40.8,1231.0,121.0,40.2,37.6,231.0,73.6,58.0,434.0,32.0,7.4,43.0,1.26,15.0
58.0,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,21.0,2000.0,11.0,19.0,1.0,0.0,3.0,1.0,16.4,0.27,-1.6,-0.14,33.0,125.0,26.4,256.0,70.0,35.2,33.6,69.0,50.7,41.7,143.0,17.0,11.9,9.0,0.82,11.8
59.0,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34.0,1988.0,13.5,24.0,2.0,1.0,4.0,0.0,21.3,0.34,-2.7,-0.2,36.0,124.0,29.0,269.0,71.0,29.0,30.2,93.0,49.5,37.6,193.0,5.0,2.6,16.0,1.19,15.2
60.0,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29.0,1993.0,29.6,65.0,5.0,0.0,8.0,2.0,54.9,0.29,-8.1,-0.27,107.0,391.0,27.4,707.0,144.0,35.2,33.2,241.0,58.9,44.4,496.0,33.0,6.7,9.0,0.3,8.8
61.0,Joan García,es ESP,GK,Espanyol,es La Liga,21.0,2001.0,1.0,3.0,1.0,0.0,0.0,0.0,1.8,0.21,-1.2,-1.16,2.0,6.0,33.3,27.0,4.0,14.8,21.7,3.0,66.7,47.3,16.0,2.0,12.5,1.0,1.0,13.0
62.0,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30.0,1992.0,28.0,37.0,4.0,0.0,4.0,0.0,45.3,0.33,8.3,0.3,146.0,400.0,36.5,822.0,141.0,31.1,32.4,242.0,59.5,47.9,477.0,37.0,7.8,38.0,1.36,15.1
63.0,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31.0,1990.0,38.0,43.0,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,32.3,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,14.8
64.0,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34.0,1987.0,23.0,41.0,1.0,1.0,4.0,0.0,41.3,0.28,0.3,0.01,185.0,452.0,40.9,916.0,127.0,33.3,33.0,234.0,62.8,48.9,363.0,21.0,5.8,45.0,1.96,16.7
65.0,David Gil,es ESP,GK,Cádiz,es La Liga,28.0,1994.0,4.0,5.0,1.0,0.0,1.0,0.0,6.3,0.23,1.3,0.32,34.0,94.0,36.2,93.0,15.0,64.5,46.4,36.0,94.4,65.1,56.0,2.0,3.6,4.0,1.0,13.6
66.0,Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27.0,1995.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,0.21,-0.3,-0.1,13.0,38.0,34.2,115.0,17.0,27.0,32.4,11.0,63.6,49.3,24.0,1.0,4.2,0.0,0.0,9.3
67.0,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27.0,1995.0,4.0,4.0,0.0,0.0,1.0,0.0,3.1,0.19,-0.9,-0.23,15.0,36.0,41.7,128.0,24.0,20.3,29.6,31.0,32.3,32.2,56.0,2.0,3.6,4.0,1.0,18.8
68.0,Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19.0,2003.0,0.1,1.0,0.0,0.0,0.0,0.0,0.6,0.64,-0.4,-5.35,0.0,3.0,0.0,2.0,0.0,100.0,58.5,1.0,100.0,94.0,3.0,0.0,0.0,0.0,0.0,1.0
69.0,Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26.0,1996.0,10.2,12.0,3.0,0.0,4.0,0.0,13.8,0.23,1.8,0.17,46.0,148.0,31.1,230.0,50.0,37.4,34.1,99.0,62.6,47.4,214.0,23.0,10.7,7.0,0.68,9.2
70.0,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25.0,1997.0,1.0,3.0,0.0,0.0,0.0,0.0,2.2,0.28,-0.8,-0.76,19.0,34.0,55.9,23.0,2.0,87.0,54.9,15.0,93.3,64.5,19.0,2.0,10.5,0.0,0.0,4.0
71.0,Lennart Grill,de GER,GK,Union Berlin,de Bundesliga,23.0,1999.0,5.0,11.0,2.0,0.0,1.0,0.0,9.0,0.28,-2.0,-0.41,48.0,108.0,44.4,197.0,28.0,48.2,37.1,17.0,76.5,55.2,47.0,8.0,17.0,7.0,1.4,15.1
72.0,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35.0,1987.0,27.0,34.0,2.0,0.0,4.0,2.0,32.4,0.26,0.4,0.01,115.0,320.0,35.9,635.0,140.0,34.5,32.3,206.0,49.0,37.4,410.0,26.0,6.3,26.0,0.96,13.1
73.0,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,32.0,1990.0,6.0,10.0,1.0,0.0,2.0,1.0,10.1,0.37,1.1,0.19,11.0,37.0,29.7,179.0,37.0,15.6,26.4,36.0,25.0,29.6,61.0,3.0,4.9,10.0,1.67,19.4
74.0,Samir Handanović,si SVN,GK,Inter,it Serie A,38.0,1984.0,13.7,18.0,1.0,0.0,1.0,1.0,15.0,0.27,-2.0,-0.14,45.0,87.0,51.7,508.0,71.0,15.6,24.7,71.0,11.3,25.5,149.0,2.0,1.3,10.0,0.73,15.4
75.0,Dean Henderson,eng ENG,GK,Nott'ham Forest,eng Premier League,25.0,1997.0,18.0,31.0,2.0,1.0,5.0,0.0,26.9,0.28,-4.1,-0.23,108.0,334.0,32.3,513.0,107.0,47.2,38.5,156.0,59.0,45.3,291.0,20.0,6.9,27.0,1.5,15.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,eng Premier League,35.0,1987.0,3.0,5.0,0.0,0.0,1.0,0.0,3.9,0.28,-1.1,-0.36,23.0,58.0,39.7,72.0,13.0,54.2,43.2,25.0,76.0,54.5,35.0,1.0,2.9,2.0,0.66,17.0
77.0,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,29.0,1993.0,17.0,23.0,1.0,1.0,3.0,1.0,21.4,0.28,-0.6,-0.04,151.0,351.0,43.0,475.0,58.0,56.0,42.7,135.0,63.0,48.3,215.0,16.0,7.4,20.0,1.18,18.5
78.0,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,32.0,1989.0,33.0,47.0,7.0,1.0,5.0,2.0,41.3,0.25,-3.7,-0.11,117.0,373.0,31.4,899.0,148.0,31.3,32.0,202.0,45.5,38.7,404.0,27.0,6.7,26.0,0.79,14.1
79.0,Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25.0,1997.0,12.0,22.0,2.0,2.0,2.0,1.0,18.9,0.29,-2.1,-0.18,38.0,194.0,19.6,261.0,49.0,47.1,37.2,114.0,62.3,46.2,203.0,16.0,7.9,6.0,0.5,10.3
80.0,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,27.0,1995.0,6.0,13.0,2.0,0.0,2.0,0.0,8.6,0.4,-4.4,-0.73,6.0,34.0,17.6,138.0,27.0,21.7,26.8,15.0,26.7,26.7,65.0,5.0,7.7,9.0,1.5,16.0
81.0,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29.0,1993.0,9.0,10.0,2.0,0.0,4.0,1.0,10.0,0.24,1.0,0.11,30.0,99.0,30.3,233.0,41.0,31.8,31.8,46.0,54.3,42.8,104.0,2.0,1.9,11.0,1.22,15.4
82.0,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20.0,2002.0,2.0,3.0,0.0,0.0,0.0,0.0,2.3,0.39,-0.7,-0.34,0.0,4.0,0.0,44.0,9.0,9.1,22.8,11.0,0.0,17.5,18.0,2.0,11.1,4.0,2.0,13.3
83.0,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25.0,1996.0,4.5,11.0,1.0,0.0,2.0,0.0,9.1,0.29,-1.9,-0.41,18.0,57.0,31.6,95.0,19.0,42.1,35.4,35.0,48.6,39.9,52.0,3.0,5.8,2.0,0.44,11.2
84.0,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23.0,1998.0,1.0,4.0,0.0,0.0,0.0,0.0,2.9,0.34,-1.1,-1.06,2.0,2.0,100.0,22.0,7.0,9.1,24.3,2.0,0.0,20.5,3.0,0.0,0.0,0.0,0.0,9.0
85.0,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24.0,1997.0,27.0,32.0,1.0,0.0,5.0,1.0,33.8,0.29,2.8,0.1,100.0,252.0,39.7,855.0,122.0,20.9,28.9,192.0,38.0,36.5,295.0,15.0,5.1,37.0,1.37,17.1
86.0,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29.0,1992.0,11.0,22.0,0.0,1.0,0.0,2.0,22.0,0.36,2.0,0.19,77.0,225.0,34.2,414.0,48.0,37.9,36.5,96.0,70.8,52.5,176.0,10.0,5.7,22.0,2.0,16.8
87.0,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23.0,1999.0,37.0,54.0,9.0,1.0,6.0,4.0,54.8,0.26,4.8,0.13,189.0,516.0,36.6,942.0,202.0,37.2,35.5,247.0,67.2,49.3,493.0,42.0,8.5,39.0,1.05,12.3
88.0,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36.0,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.4,0.6,0.6,9.0,14.0,64.3,29.0,5.0,44.8,36.8,10.0,10.0,20.4,20.0,1.0,5.0,0.0,0.0,8.2
89.0,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31.0,1991.0,10.0,14.0,0.0,0.0,2.0,1.0,10.4,0.26,-2.6,-0.26,72.0,160.0,45.0,192.0,25.0,57.3,43.1,80.0,62.5,47.0,146.0,4.0,2.7,11.0,1.1,15.3
90.0,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31.0,1991.0,19.0,22.0,2.0,0.0,2.0,0.0,29.5,0.29,7.5,0.4,116.0,322.0,36.0,475.0,72.0,46.9,37.8,165.0,60.0,44.2,273.0,15.0,5.5,13.0,0.68,10.8
91.0,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29.0,1993.0,34.0,48.0,8.0,1.0,6.0,0.0,47.1,0.22,-0.9,-0.03,236.0,735.0,32.1,824.0,135.0,58.5,44.9,285.0,88.8,64.1,595.0,42.0,7.1,26.0,0.76,10.8
92.0,Bernd Leno,de GER,GK,Fulham,eng Premier League,30.0,1992.0,36.0,51.0,7.0,1.0,8.0,2.0,58.0,0.27,9.0,0.25,124.0,391.0,31.7,1153.0,190.0,26.0,30.0,242.0,37.6,36.0,464.0,35.0,7.5,46.0,1.28,14.9
93.0,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29.0,1992.0,2.0,2.0,1.0,0.0,0.0,0.0,1.9,0.13,-0.1,-0.03,19.0,57.0,33.3,55.0,8.0,63.6,46.4,24.0,91.7,66.1,41.0,0.0,0.0,2.0,1.0,12.9
94.0,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33.0,1989.0,31.1,60.0,8.0,1.0,10.0,1.0,47.7,0.3,-11.3,-0.36,213.0,522.0,40.8,657.0,77.0,52.4,38.5,212.0,84.0,52.1,389.0,18.0,4.6,54.0,1.74,16.9
95.0,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,19.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,
96.0,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25.0,1997.0,8.3,16.0,2.0,0.0,2.0,0.0,16.4,0.28,0.4,0.05,39.0,127.0,30.7,235.0,41.0,38.7,35.2,78.0,46.2,37.4,154.0,12.0,7.8,13.0,1.56,14.4
97.0,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35.0,1986.0,24.5,39.0,1.0,0.0,3.0,1.0,33.9,0.29,-4.1,-0.17,77.0,218.0,35.3,539.0,109.0,31.7,31.4,186.0,25.3,25.8,322.0,20.0,6.2,29.0,1.18,13.7
98.0,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31.0,1990.0,31.3,39.0,7.0,2.0,5.0,2.0,41.4,0.27,4.4,0.14,114.0,317.0,36.0,838.0,134.0,31.3,31.9,183.0,30.1,31.8,358.0,19.0,5.3,25.0,0.8,13.9
99.0,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40.0,1981.0,1.1,4.0,0.0,0.0,2.0,0.0,1.7,0.33,-2.3,-2.19,2.0,8.0,25.0,21.0,5.0,28.6,30.3,8.0,25.0,35.3,12.0,0.0,0.0,2.0,1.88,17.0
100.0,Pau López,es ESP,GK,Marseille,fr Ligue 1,27.0,1994.0,32.5,34.0,5.0,0.0,6.0,1.0,33.8,0.24,0.8,0.02,112.0,324.0,34.6,941.0,132.0,25.1,31.0,172.0,51.2,40.4,370.0,22.0,5.9,37.0,1.14,15.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23.0,1999.0,7.0,7.0,0.0,0.0,1.0,1.0,4.5,0.25,-1.5,-0.21,14.0,27.0,51.9,190.0,36.0,7.9,23.3,37.0,32.4,35.6,54.0,1.0,1.9,11.0,1.57,21.7
102.0,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30.0,1991.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0.35,-0.6,-0.61,4.0,10.0,40.0,41.0,7.0,24.4,30.3,3.0,0.0,15.3,6.0,1.0,16.7,1.0,1.0,13.0
103.0,Mike Maignan,fr FRA,GK,Milan,it Serie A,27.0,1995.0,22.0,21.0,2.0,1.0,2.0,0.0,20.3,0.28,-0.7,-0.03,76.0,193.0,39.4,725.0,119.0,22.8,29.8,85.0,32.9,35.1,221.0,15.0,6.8,32.0,1.46,17.8
104.0,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21.0,2000.0,38.0,45.0,2.0,0.0,7.0,2.0,42.9,0.28,-0.1,0.0,177.0,522.0,33.9,843.0,142.0,40.8,35.1,239.0,74.5,54.2,457.0,35.0,7.7,47.0,1.24,16.3
105.0,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37.0,1985.0,33.5,31.0,2.0,0.0,5.0,1.0,32.4,0.28,2.4,0.07,163.0,420.0,38.8,1022.0,166.0,30.6,31.5,192.0,55.7,41.5,382.0,35.0,9.2,51.0,1.52,16.7
106.0,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34.0,1988.0,17.9,24.0,1.0,2.0,2.0,0.0,25.2,0.29,1.2,0.07,56.0,176.0,31.8,471.0,101.0,25.9,29.5,112.0,48.2,37.5,344.0,12.0,3.5,9.0,0.5,10.6
107.0,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34.0,1988.0,19.0,29.0,2.0,1.0,4.0,1.0,20.7,0.24,-7.3,-0.38,103.0,267.0,38.6,500.0,75.0,39.8,35.3,131.0,51.9,42.9,253.0,14.0,5.5,25.0,1.32,18.1
108.0,Federico Marchetti,it ITA,GK,Spezia,it Serie A,39.0,1983.0,0.7,2.0,0.0,0.0,0.0,0.0,1.5,0.48,-0.5,-0.74,2.0,4.0,50.0,10.0,2.0,10.0,24.3,8.0,37.5,32.4,8.0,0.0,0.0,1.0,1.36,22.0
109.0,Diego Mariño,es ESP,GK,Almería,es La Liga,32.0,1990.0,0.5,2.0,0.0,0.0,0.0,0.0,1.4,0.28,-0.6,-1.25,2.0,3.0,66.7,3.0,1.0,33.3,35.7,5.0,40.0,45.6,12.0,0.0,0.0,0.0,0.0,7.0
