Rk,Player,Unnamed: 2,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
56.0,Michael Esser,,GK,Bochum,de Bundesliga,33.0,1987.0,3.0,7.0,2.0,0.0,1.0,0.0,8.5,0.32,1.5,0.51,20.0,65.0,30.8,104.0,10.0,41.3,36.1,30.0,73.3,48.3,52.0,1.0,1.9,1.0,0.33,10.7
57.0,Łukasz Fabiański,,GK,West Ham,eng Premier League,36.0,1985.0,37.0,50.0,2.0,2.0,8.0,2.0,46.8,0.26,-1.2,-0.03,193.0,525.0,36.8,736.0,164.0,48.9,38.2,277.0,59.6,44.4,595.0,28.0,4.7,12.0,0.32,10.4
58.0,Wladimiro Falcone,,GK,Sampdoria,it Serie A,26.0,1995.0,9.5,14.0,1.0,0.0,0.0,1.0,11.8,0.2,-1.2,-0.13,63.0,150.0,42.0,284.0,42.0,34.5,33.2,74.0,70.3,45.0,164.0,7.0,4.3,2.0,0.21,10.2
59.0,Wuilker Faríñez,,GK,Lens,fr Ligue 1,23.0,1998.0,12.3,15.0,1.0,0.0,1.0,0.0,13.1,0.28,-1.9,-0.15,25.0,82.0,30.5,221.0,61.0,30.3,30.6,82.0,18.3,24.4,159.0,15.0,9.4,21.0,1.71,16.6
60.0,Aitor Fernández,,GK,Levante,es La Liga,30.0,1991.0,13.0,29.0,1.0,0.0,8.0,0.0,23.5,0.27,-5.5,-0.42,59.0,154.0,38.3,286.0,66.0,41.6,36.2,92.0,38.0,34.9,177.0,9.0,5.1,21.0,1.62,18.1
61.0,Álvaro Fernández,,GK,Brentford,eng Premier League,23.0,1998.0,12.0,24.0,1.0,0.0,5.0,2.0,19.9,0.28,-2.1,-0.17,64.0,216.0,29.6,433.0,60.0,40.4,33.9,83.0,49.4,36.9,194.0,9.0,4.6,18.0,1.5,16.8
62.0,Vincenzo Fiorillo,,GK,Salernitana,it Serie A,31.0,1990.0,1.0,5.0,0.0,0.0,1.0,0.0,2.7,0.34,-2.3,-2.32,11.0,17.0,64.7,19.0,4.0,36.8,36.4,12.0,83.3,50.8,16.0,0.0,0.0,0.0,0.0,4.0
63.0,Mark Flekken,,GK,Freiburg,de Bundesliga,28.0,1993.0,32.0,39.0,2.0,1.0,3.0,1.0,39.7,0.27,1.7,0.05,245.0,633.0,38.7,1084.0,112.0,41.5,37.8,244.0,75.0,59.1,462.0,14.0,3.0,35.0,1.09,15.8
64.0,Fraser Forster,,GK,Southampton,eng Premier League,33.0,1988.0,19.0,35.0,2.0,0.0,5.0,2.0,32.4,0.31,-0.6,-0.03,105.0,330.0,31.8,461.0,71.0,50.1,39.6,140.0,70.7,49.5,285.0,19.0,6.7,24.0,1.26,12.3
65.0,Ben Foster,,GK,Watford,eng Premier League,38.0,1983.0,26.0,49.0,3.0,0.0,3.0,1.0,37.1,0.29,-10.9,-0.42,196.0,623.0,31.5,657.0,76.0,64.1,44.7,224.0,90.2,60.7,455.0,20.0,4.4,37.0,1.42,15.9
66.0,Christian Früchtl,,GK,Bayern Munich,de Bundesliga,21.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,4.0,0.0,25.0,18.0,0.0,,,0.0,0.0,,0.0,0.0,19.0
67.0,Marius Funk,,GK,Greuther Fürth,de Bundesliga,25.0,1996.0,8.0,30.0,2.0,0.0,3.0,2.0,24.2,0.41,-3.8,-0.47,65.0,182.0,35.7,288.0,26.0,45.8,37.5,70.0,71.4,52.2,95.0,7.0,7.4,19.0,2.38,18.6
68.0,Gauthier Gallon,,GK,Troyes,fr Ligue 1,28.0,1993.0,31.0,45.0,8.0,1.0,7.0,2.0,45.3,0.28,2.3,0.07,183.0,452.0,40.5,814.0,159.0,38.9,34.7,246.0,54.9,40.1,411.0,19.0,4.6,25.0,0.81,14.5
69.0,Joan García,,GK,Espanyol,es La Liga,20.0,2001.0,1.2,3.0,0.0,0.0,0.0,0.0,1.0,0.33,-2.0,-1.68,4.0,10.0,40.0,32.0,9.0,25.0,28.8,2.0,100.0,71.0,16.0,0.0,0.0,5.0,4.17,26.3
70.0,David de Gea,,GK,Manchester Utd,eng Premier League,30.0,1990.0,38.0,57.0,3.0,0.0,4.0,3.0,55.1,0.29,1.1,0.03,103.0,315.0,32.7,623.0,134.0,30.0,30.9,299.0,42.8,35.9,525.0,8.0,1.5,25.0,0.66,14.0
71.0,Luca Gemello,,GK,Torino,it Serie A,21.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.2,0.23,6.0,24.0,25.0,31.0,1.0,67.7,47.8,3.0,100.0,56.3,10.0,0.0,0.0,1.0,1.0,21.0
72.0,Rafał Gikiewicz,,GK,Augsburg,de Bundesliga,33.0,1987.0,34.0,56.0,5.0,1.0,2.0,2.0,52.3,0.31,-1.7,-0.05,233.0,579.0,40.2,951.0,145.0,41.9,36.5,287.0,63.1,47.7,532.0,24.0,4.5,51.0,1.5,16.7
73.0,Alfred Gomis,,GK,Rennes,fr Ligue 1,27.0,1993.0,25.0,25.0,4.0,0.0,4.0,1.0,23.9,0.33,-0.1,0.0,130.0,304.0,42.8,627.0,119.0,32.1,31.4,151.0,68.2,49.5,362.0,17.0,4.7,31.0,1.24,16.1
74.0,Jens Grahl,,GK,Eint Frankfurt,de Bundesliga,32.0,1988.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7,0.16,-1.3,-1.35,1.0,4.0,25.0,18.0,5.0,0.0,21.9,11.0,36.4,36.8,10.0,1.0,10.0,0.0,0.0,10.8
75.0,Ivo Grbić,,GK,Lille,fr Ligue 1,25.0,1996.0,21.0,28.0,2.0,1.0,5.0,1.0,23.2,0.25,-3.8,-0.18,97.0,267.0,36.3,419.0,87.0,41.5,35.2,166.0,56.0,43.5,310.0,16.0,5.2,13.0,0.62,11.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Etienne Green,,GK,Saint-Étienne,fr Ligue 1,21.0,2000.0,13.3,27.0,1.0,1.0,1.0,2.0,23.9,0.34,-1.1,-0.08,64.0,166.0,38.6,290.0,64.0,34.8,34.4,110.0,59.1,46.6,173.0,6.0,3.5,14.0,1.05,14.1
77.0,Dominik Greif,,GK,Mallorca,es La Liga,24.0,1997.0,1.0,3.0,0.0,1.0,0.0,0.0,1.5,0.24,-1.5,-1.53,1.0,10.0,10.0,21.0,6.0,33.3,34.1,10.0,30.0,32.7,13.0,0.0,0.0,1.0,1.0,12.5
78.0,Lennart Grill,,GK,Leverkusen,de Bundesliga,22.0,1999.0,1.0,2.0,0.0,0.0,0.0,1.0,1.8,0.31,0.8,0.84,5.0,17.0,29.4,37.0,7.0,29.7,28.5,10.0,60.0,43.8,12.0,0.0,0.0,0.0,0.0,12.0
79.0,Vicente Guaita,,GK,Crystal Palace,eng Premier League,34.0,1987.0,29.5,33.0,3.0,1.0,10.0,0.0,28.8,0.23,-4.2,-0.14,105.0,282.0,37.2,778.0,182.0,26.6,28.3,201.0,37.3,31.5,386.0,17.0,4.4,36.0,1.22,16.3
80.0,Péter Gulácsi,,GK,RB Leipzig,de Bundesliga,31.0,1990.0,33.0,34.0,3.0,0.0,6.0,1.0,31.9,0.27,-1.1,-0.03,117.0,310.0,37.7,976.0,162.0,24.9,29.5,198.0,33.8,33.1,349.0,14.0,4.0,61.0,1.85,20.6
81.0,Angus Gunn,,GK,Norwich City,eng Premier League,25.0,1996.0,9.0,22.0,2.0,0.0,2.0,0.0,19.3,0.3,-2.7,-0.3,45.0,129.0,34.9,219.0,47.0,43.4,34.5,86.0,39.5,34.5,175.0,3.0,1.7,14.0,1.56,17.3
82.0,Samir Handanović,,GK,Inter,it Serie A,37.0,1984.0,37.0,30.0,4.0,0.0,3.0,1.0,33.2,0.24,4.2,0.11,139.0,301.0,46.2,1118.0,176.0,24.3,28.1,142.0,20.4,26.5,393.0,15.0,3.8,10.0,0.27,11.2
83.0,Wayne Hennessey,,GK,Burnley,eng Premier League,34.0,1987.0,2.0,6.0,0.0,0.0,1.0,1.0,3.2,0.26,-1.8,-0.91,27.0,63.0,42.9,57.0,7.0,77.2,50.8,21.0,90.5,63.6,37.0,0.0,0.0,4.0,2.0,17.0
84.0,Sergio Herrera,,GK,Osasuna,es La Liga,28.0,1993.0,36.0,48.0,4.0,0.0,10.0,1.0,48.1,0.29,1.1,0.03,388.0,850.0,45.6,852.0,78.0,69.0,46.5,306.0,85.6,58.5,529.0,23.0,4.3,64.0,1.78,18.1
85.0,Marwin Hitz,,GK,Dortmund,de Bundesliga,33.0,1987.0,4.5,12.0,2.0,0.0,1.0,0.0,8.6,0.27,-3.4,-0.76,16.0,32.0,50.0,147.0,31.0,18.4,27.7,30.0,16.7,28.2,54.0,3.0,5.6,9.0,2.0,20.6
86.0,Timo Horn,,GK,Köln,de Bundesliga,28.0,1993.0,13.0,21.0,0.0,0.0,3.0,1.0,19.7,0.36,-0.3,-0.02,67.0,166.0,40.4,438.0,47.0,32.2,33.1,81.0,30.9,33.4,149.0,4.0,2.7,19.0,1.46,17.4
87.0,Lukáš Hrádecký,,GK,Leverkusen,de Bundesliga,31.0,1989.0,32.0,44.0,2.0,2.0,6.0,0.0,41.9,0.26,-2.1,-0.07,130.0,381.0,34.1,1050.0,173.0,27.8,30.6,209.0,42.6,37.4,385.0,17.0,4.4,45.0,1.41,17.5
88.0,Léo Jardim,,GK,Lille,fr Ligue 1,26.0,1995.0,17.0,20.0,4.0,0.0,3.0,1.0,15.9,0.19,-3.1,-0.18,65.0,214.0,30.4,310.0,69.0,42.9,35.1,125.0,64.8,47.3,212.0,8.0,3.8,22.0,1.29,17.1
89.0,Stefanos Kapino,,GK,Arminia,de Bundesliga,27.0,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,1.02,7.0,16.0,43.8,21.0,3.0,38.1,37.3,10.0,80.0,48.9,31.0,1.0,3.2,2.0,2.0,18.4
90.0,Eiji Kawashima,,GK,Strasbourg,fr Ligue 1,38.0,1983.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.07,3.0,6.0,50.0,23.0,5.0,13.0,26.0,7.0,42.9,31.7,12.0,2.0,16.7,0.0,0.0,12.0
91.0,Caoimhín Kelleher,,GK,Liverpool,eng Premier League,22.0,1998.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,0.28,0.2,0.11,2.0,10.0,20.0,78.0,13.0,11.5,22.7,13.0,7.7,23.0,20.0,0.0,0.0,3.0,1.5,17.1
92.0,Kristoffer Klaesson,,GK,Leeds United,eng Premier League,20.0,2000.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.6,1.38,1.0,3.0,33.3,8.0,2.0,25.0,30.4,3.0,33.3,28.7,7.0,0.0,0.0,2.0,5.0,23.7
93.0,Gregor Kobel,,GK,Dortmund,de Bundesliga,23.0,1997.0,28.5,39.0,3.0,2.0,5.0,2.0,37.3,0.32,0.3,0.01,77.0,240.0,32.1,836.0,142.0,20.5,27.5,185.0,37.3,35.4,343.0,17.0,5.0,49.0,1.72,16.1
94.0,Tim Krul,,GK,Norwich City,eng Premier League,33.0,1988.0,29.0,62.0,7.0,1.0,7.0,2.0,48.3,0.27,-11.7,-0.4,134.0,399.0,33.6,847.0,168.0,34.5,34.3,224.0,47.8,40.1,442.0,14.0,3.2,19.0,0.66,12.6
95.0,Alban Lafont,,GK,Nantes,fr Ligue 1,22.0,1999.0,38.0,48.0,4.0,0.0,6.0,1.0,52.4,0.3,5.4,0.14,206.0,607.0,33.9,824.0,137.0,46.2,39.2,288.0,78.5,55.5,491.0,27.0,5.5,56.0,1.47,14.9
96.0,Jean-Louis Leca,,GK,Lens,fr Ligue 1,35.0,1985.0,25.7,33.0,3.0,1.0,2.0,0.0,31.8,0.29,-1.2,-0.05,108.0,259.0,41.7,535.0,133.0,35.3,31.3,199.0,35.2,33.1,293.0,19.0,6.5,24.0,0.93,14.1
97.0,Jeremías Ledesma,,GK,Cádiz,es La Liga,28.0,1993.0,38.0,51.0,11.0,0.0,10.0,0.0,52.8,0.24,1.8,0.05,272.0,792.0,34.3,840.0,119.0,63.3,46.0,313.0,83.1,60.2,586.0,42.0,7.2,28.0,0.74,12.1
98.0,Bernd Leno,,GK,Arsenal,eng Premier League,29.0,1992.0,4.0,9.0,0.0,0.0,0.0,0.0,9.4,0.5,0.4,0.11,17.0,53.0,32.1,77.0,13.0,35.1,33.8,37.0,70.3,50.4,73.0,6.0,8.2,1.0,0.25,7.3
99.0,Alexandre Letellier,,GK,Paris S-G,fr Ligue 1,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,22.0,1.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,
100.0,Luca Lezzerini,,GK,Venezia,it Serie A,26.0,1995.0,5.5,9.0,0.0,0.0,0.0,0.0,9.3,0.25,0.3,0.05,22.0,59.0,37.3,155.0,39.0,28.4,30.3,44.0,34.1,31.0,100.0,2.0,2.0,3.0,0.55,13.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Andreas Linde,,GK,Greuther Fürth,de Bundesliga,28.0,1993.0,12.0,24.0,1.0,0.0,5.0,1.0,19.7,0.31,-3.3,-0.27,63.0,211.0,29.9,408.0,69.0,39.0,35.1,87.0,59.8,44.8,227.0,13.0,5.7,10.0,0.83,13.8
102.0,Hugo Lloris,,GK,Tottenham,eng Premier League,34.0,1986.0,38.0,40.0,2.0,1.0,5.0,1.0,37.6,0.26,-1.4,-0.04,115.0,279.0,41.2,676.0,161.0,29.6,31.0,278.0,28.4,26.5,567.0,33.0,5.8,45.0,1.18,14.2
103.0,Anthony Lopes,,GK,Lyon,fr Ligue 1,30.0,1990.0,33.1,45.0,3.0,1.0,8.0,3.0,42.7,0.26,0.7,0.02,113.0,263.0,43.0,910.0,160.0,23.0,29.3,219.0,24.7,31.4,412.0,17.0,4.1,28.0,0.85,14.6
104.0,Diego López,,GK,Espanyol,es La Liga,39.0,1981.0,35.3,49.0,3.0,0.0,4.0,2.0,50.3,0.31,3.3,0.09,158.0,429.0,36.8,859.0,207.0,33.8,33.8,298.0,46.6,38.7,616.0,35.0,5.7,43.0,1.22,13.7
105.0,Pau López,,GK,Marseille,fr Ligue 1,26.0,1994.0,29.0,31.0,4.0,0.0,5.0,0.0,29.9,0.32,-1.1,-0.04,79.0,248.0,31.9,1166.0,145.0,16.8,25.8,167.0,31.1,33.4,271.0,19.0,7.0,46.0,1.59,17.8
106.0,Jonas Lössl,,GK,Brentford,eng Premier League,32.0,1989.0,2.0,5.0,0.0,0.0,0.0,0.0,3.2,0.46,-1.8,-0.9,9.0,25.0,36.0,48.0,6.0,43.8,35.7,13.0,30.8,31.7,30.0,1.0,3.3,5.0,2.5,22.7
107.0,Marcel Lotka,,GK,Hertha BSC,de Bundesliga,20.0,2001.0,9.8,20.0,3.0,0.0,4.0,0.0,13.8,0.23,-6.2,-0.63,63.0,188.0,33.5,262.0,47.0,52.3,39.7,73.0,69.9,52.5,144.0,13.0,9.0,10.0,1.02,12.1
108.0,Andriy Lunin,,GK,Real Madrid,es La Liga,22.0,1999.0,2.0,2.0,1.0,0.0,0.0,0.0,3.6,0.22,1.6,0.81,5.0,10.0,50.0,57.0,13.0,7.0,23.3,23.0,26.1,33.6,39.0,3.0,7.7,0.0,0.0,9.9
109.0,Andrey Lunyov,,GK,Leverkusen,de Bundesliga,29.0,1991.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.19,-0.6,-0.62,4.0,10.0,40.0,43.0,5.0,14.0,25.4,6.0,66.7,53.7,21.0,0.0,0.0,0.0,0.0,13.0
110.0,Andreas Luthe,,GK,Union Berlin,de Bundesliga,34.0,1987.0,27.0,39.0,2.0,0.0,5.0,3.0,30.5,0.29,-5.5,-0.2,163.0,472.0,34.5,784.0,122.0,43.6,36.0,217.0,59.9,44.2,399.0,29.0,7.3,24.0,0.89,12.9
111.0,Niki Mäenpää,,GK,Venezia,it Serie A,36.0,1985.0,16.5,27.0,5.0,0.0,4.0,0.0,28.2,0.28,1.2,0.07,70.0,221.0,31.7,379.0,74.0,43.5,36.0,143.0,39.2,35.4,275.0,6.0,2.2,10.0,0.61,10.8
112.0,Mike Maignan,,GK,Milan,it Serie A,26.0,1995.0,32.0,21.0,2.0,0.0,4.0,1.0,24.3,0.22,4.3,0.13,157.0,374.0,42.0,1004.0,164.0,31.5,33.0,149.0,38.9,36.5,347.0,25.0,7.2,45.0,1.41,16.8
