Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11.0,Édgar Badía,es ESP,GK,Elche,es La Liga,28.0,1992.0,30.0,46.0,5.0,0.0,3.0,0.0,52.5,0.33,6.5,0.22,208.0,453.0,45.9,864.0,144.0,33.0,32.7,285.0,58.9,41.4,444.0,8.0,1.8,31.0,1.03,13.9
12.0,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18.0,2001.0,1.0,4.0,0.0,0.0,0.0,0.0,1.6,0.39,-2.4,-2.42,4.0,16.0,25.0,30.0,9.0,33.3,35.0,7.0,85.7,47.1,17.0,0.0,0.0,0.0,0.0,7.7
13.0,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30.0,1990.0,31.0,51.0,6.0,0.0,4.0,2.0,49.4,0.32,0.4,0.01,134.0,407.0,32.9,1143.0,176.0,29.2,29.9,204.0,35.8,32.0,417.0,14.0,3.4,53.0,1.71,18.3
14.0,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27.0,1993.0,38.0,53.0,7.0,1.0,11.0,0.0,50.8,0.25,-2.2,-0.06,91.0,286.0,31.8,919.0,180.0,21.1,27.2,300.0,30.7,32.4,572.0,24.0,4.2,20.0,0.53,13.1
15.0,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29.0,1991.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,5.0,9.0,55.6,7.0,0.0,71.4,43.0,4.0,100.0,66.5,6.0,0.0,0.0,0.0,0.0,9.0
16.0,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,23.0,1997.0,38.0,58.0,7.0,0.0,5.0,1.0,53.5,0.33,-3.5,-0.09,143.0,456.0,31.4,712.0,214.0,37.5,35.2,269.0,70.3,50.9,516.0,19.0,3.7,17.0,0.45,11.3
17.0,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,22.0,1998.0,8.3,11.0,1.0,0.0,1.0,0.0,13.9,0.32,2.9,0.35,94.0,180.0,52.2,230.0,46.0,47.8,39.3,82.0,85.4,55.3,145.0,7.0,4.8,2.0,0.24,10.2
18.0,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,25.0,1995.0,18.2,27.0,1.0,1.0,2.0,0.0,22.6,0.36,-4.4,-0.24,94.0,269.0,34.9,520.0,79.0,35.2,32.7,143.0,60.1,43.2,234.0,3.0,1.3,14.0,0.77,15.7
19.0,Elias Bördner,de GER,GK,Eint Frankfurt,de Bundesliga,18.0,2002.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.13,-0.2,-0.21,4.0,17.0,23.5,33.0,9.0,45.5,35.3,10.0,20.0,25.4,14.0,1.0,7.1,2.0,2.0,10.3
20.0,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,29.0,1991.0,33.0,28.0,4.0,0.0,4.0,2.0,27.8,0.21,1.8,0.05,166.0,381.0,43.6,895.0,147.0,30.5,32.0,200.0,54.0,40.7,450.0,26.0,5.8,34.0,1.03,15.0
21.0,Claudio Bravo,cl CHI,GK,Betis,es La Liga,37.0,1983.0,20.0,25.0,4.0,0.0,0.0,1.0,24.0,0.26,0.0,0.0,117.0,328.0,35.7,518.0,82.0,47.3,38.1,129.0,64.3,48.5,287.0,12.0,4.2,16.0,0.8,12.8
22.0,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,25.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8,0.31,1.8,1.77,2.0,10.0,20.0,30.0,6.0,30.0,29.4,9.0,11.1,25.0,31.0,1.0,3.2,0.0,0.0,8.8
23.0,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,42.0,1978.0,8.0,5.0,2.0,1.0,0.0,0.0,5.5,0.13,0.5,0.07,25.0,62.0,40.3,245.0,45.0,20.4,27.4,61.0,19.7,25.0,122.0,1.0,0.8,9.0,1.13,15.2
24.0,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,29.0,1990.0,18.5,30.0,4.0,0.0,6.0,0.0,28.4,0.27,-1.6,-0.09,62.0,166.0,37.3,519.0,108.0,24.7,29.5,110.0,34.5,34.9,187.0,4.0,2.1,13.0,0.7,16.3
25.0,Jack Butland,eng ENG,GK,Crystal Palace,eng Premier League,27.0,1993.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.2,-1.0,-1.02,3.0,18.0,16.7,13.0,2.0,76.9,48.9,8.0,100.0,68.1,18.0,1.0,5.6,2.0,2.0,23.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,David Button,eng ENG,GK,West Brom,eng Premier League,31.0,1989.0,1.0,2.0,0.0,0.0,1.0,0.0,0.8,0.14,-1.2,-1.18,8.0,27.0,29.6,25.0,1.0,60.0,41.8,12.0,100.0,64.4,25.0,0.0,0.0,0.0,0.0,7.0
27.0,Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,20.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.49,2.0,4.0,50.0,28.0,9.0,10.7,21.3,2.0,50.0,36.0,12.0,0.0,0.0,2.0,2.0,18.6
28.0,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,38.0,1981.0,1.0,3.0,0.0,0.0,1.0,0.0,1.5,0.5,-1.5,-1.49,1.0,3.0,33.3,20.0,2.0,15.0,21.6,6.0,0.0,19.2,9.0,0.0,0.0,3.0,3.0,28.0
29.0,Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,26.0,1994.0,4.0,10.0,3.0,1.0,0.0,0.0,8.5,0.24,-1.5,-0.38,13.0,40.0,32.5,71.0,26.0,25.4,30.0,30.0,73.3,55.5,55.0,2.0,3.6,2.0,0.5,13.4
30.0,Dani Cárdenas,es ESP,GK,Levante,es La Liga,23.0,1997.0,8.0,11.0,0.0,0.0,0.0,0.0,11.2,0.29,0.2,0.03,33.0,89.0,37.1,203.0,41.0,33.0,32.2,59.0,37.3,34.2,125.0,2.0,1.6,16.0,2.0,18.2
31.0,Scott Carson,eng ENG,GK,Manchester City,eng Premier League,34.0,1985.0,1.0,3.0,1.0,0.0,1.0,0.0,2.4,0.09,-0.6,-0.56,0.0,1.0,0.0,14.0,6.0,0.0,18.9,2.0,50.0,29.5,10.0,0.0,0.0,0.0,0.0,16.5
32.0,Kiko Casilla,es ESP,GK,Leeds United,eng Premier League,33.0,1986.0,3.0,2.0,0.0,0.0,0.0,0.0,3.2,0.32,1.2,0.41,5.0,14.0,35.7,67.0,20.0,10.4,23.2,31.0,22.6,24.7,30.0,4.0,13.3,1.0,0.33,10.8
33.0,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,28.0,1992.0,32.0,33.0,3.0,1.0,2.0,1.0,32.7,0.26,0.7,0.02,191.0,462.0,41.3,1048.0,166.0,31.9,32.6,203.0,63.1,48.4,450.0,25.0,5.6,57.0,1.78,17.3
34.0,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22.0,1998.0,3.0,4.0,1.0,0.0,0.0,0.0,3.9,0.26,-0.1,-0.04,14.0,36.0,38.9,69.0,12.0,39.1,35.8,22.0,40.9,37.5,51.0,1.0,2.0,3.0,1.0,17.4
35.0,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41.0,1979.0,2.0,3.0,0.0,0.0,0.0,0.0,2.9,0.48,-0.1,-0.05,22.0,60.0,36.7,53.0,3.0,84.9,54.1,15.0,100.0,62.9,32.0,0.0,0.0,4.0,2.0,27.0
36.0,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31.0,1989.0,10.0,11.0,1.0,1.0,0.0,0.0,11.3,0.21,0.3,0.03,67.0,187.0,35.8,225.0,42.0,55.1,41.4,95.0,66.3,52.1,170.0,3.0,1.8,11.0,1.1,19.2
37.0,Simone Colombi,it ITA,GK,Parma,it Serie A,29.0,1991.0,2.0,7.0,1.0,0.0,2.0,0.0,4.4,0.35,-2.6,-1.28,17.0,30.0,56.7,41.0,6.0,53.7,37.5,11.0,72.7,49.4,27.0,0.0,0.0,0.0,0.0,7.5
38.0,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33.0,1987.0,37.0,56.0,4.0,0.0,4.0,1.0,53.6,0.27,-1.4,-0.04,118.0,319.0,37.0,1114.0,172.0,24.0,27.7,240.0,21.7,24.1,513.0,26.0,5.1,34.0,0.92,15.1
39.0,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37.0,1983.0,36.0,91.0,5.0,2.0,9.0,2.0,72.1,0.33,-16.9,-0.47,195.0,502.0,38.8,1134.0,164.0,33.5,31.8,306.0,39.9,33.2,555.0,18.0,3.2,36.0,1.0,15.1
40.0,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36.0,1983.0,6.0,9.0,1.0,1.0,0.0,0.0,8.6,0.33,-0.4,-0.06,27.0,53.0,50.9,240.0,24.0,17.9,27.6,43.0,23.3,26.3,86.0,5.0,5.8,10.0,1.67,15.0
41.0,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33.0,1987.0,38.0,56.0,7.0,2.0,6.0,1.0,48.2,0.26,-6.8,-0.18,264.0,610.0,43.3,1034.0,144.0,40.0,35.3,292.0,67.1,47.6,560.0,16.0,2.9,30.0,0.79,13.2
42.0,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28.0,1992.0,38.0,28.0,7.0,0.0,3.0,1.0,32.7,0.22,5.7,0.15,89.0,300.0,29.7,1086.0,243.0,20.6,29.6,235.0,32.3,36.6,472.0,26.0,5.5,44.0,1.16,15.7
43.0,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26.0,1994.0,34.0,53.0,5.0,1.0,7.0,0.0,54.2,0.27,1.2,0.03,175.0,429.0,40.8,688.0,139.0,39.1,33.5,274.0,58.4,42.0,530.0,19.0,3.6,22.0,0.65,14.2
44.0,Gian Crespi,it ITA,GK,Crotone,it Serie A,19.0,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.44,0.4,0.44,7.0,11.0,63.6,29.0,4.0,27.6,26.3,11.0,27.3,28.0,14.0,0.0,0.0,1.0,1.0,18.7
45.0,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22.0,1998.0,3.0,10.0,1.0,0.0,1.0,0.0,8.6,0.38,-1.4,-0.47,4.0,19.0,21.1,59.0,16.0,27.1,29.6,27.0,11.1,23.7,49.0,3.0,6.1,4.0,1.33,11.9
46.0,Karl Darlow,wls WAL,GK,Newcastle Utd,eng Premier League,29.0,1990.0,25.0,43.0,3.0,1.0,4.0,2.0,37.2,0.27,-3.8,-0.15,175.0,505.0,34.7,504.0,92.0,65.3,44.9,216.0,81.5,55.3,401.0,18.0,4.5,10.0,0.4,9.2
47.0,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,20.0,1999.0,1.5,1.0,1.0,0.0,0.0,0.0,1.5,0.08,0.5,0.32,5.0,15.0,33.3,40.0,13.0,25.0,29.1,12.0,41.7,36.3,24.0,0.0,0.0,3.0,2.0,17.8
48.0,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28.0,1992.0,34.7,49.0,3.0,0.0,5.0,0.0,45.3,0.32,-3.7,-0.11,306.0,778.0,39.3,836.0,98.0,67.7,49.0,233.0,91.0,68.3,387.0,14.0,3.6,48.0,1.38,17.5
49.0,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29.0,1990.0,28.0,42.0,4.0,2.0,5.0,2.0,36.9,0.25,-3.1,-0.11,224.0,477.0,47.0,646.0,103.0,47.1,36.6,243.0,71.2,49.7,485.0,8.0,1.6,20.0,0.71,13.4
50.0,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21.0,1999.0,37.0,38.0,2.0,2.0,6.0,1.0,35.7,0.27,-1.3,-0.04,152.0,365.0,41.6,1021.0,148.0,27.3,29.0,207.0,41.5,33.7,556.0,29.0,5.2,43.0,1.16,14.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22.0,1997.0,35.0,55.0,8.0,1.0,10.0,1.0,56.2,0.33,2.2,0.06,180.0,496.0,36.3,789.0,160.0,44.9,37.9,260.0,54.6,43.6,486.0,24.0,4.9,27.0,0.77,13.3
52.0,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31.0,1989.0,15.0,25.0,6.0,1.0,3.0,1.0,20.6,0.28,-3.4,-0.22,71.0,188.0,37.8,249.0,44.0,45.4,37.1,108.0,69.4,46.1,204.0,1.0,0.5,6.0,0.4,12.1
53.0,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31.0,1989.0,13.0,19.0,1.0,0.0,0.0,1.0,16.6,0.25,-1.4,-0.11,70.0,166.0,42.2,316.0,67.0,32.9,32.5,122.0,50.8,40.5,244.0,9.0,3.7,11.0,0.85,12.6
54.0,Ederson,br BRA,GK,Manchester City,eng Premier League,26.0,1993.0,36.0,28.0,7.0,0.0,2.0,1.0,28.6,0.23,1.6,0.05,108.0,266.0,40.6,967.0,161.0,20.6,28.4,153.0,43.8,39.3,309.0,19.0,6.1,44.0,1.22,16.6
55.0,Aarón Escandell,es ESP,GK,Granada,es La Liga,24.0,1995.0,5.0,8.0,0.0,0.0,0.0,0.0,10.2,0.44,2.2,0.44,37.0,111.0,33.3,125.0,13.0,67.2,46.5,33.0,81.8,60.5,65.0,2.0,3.1,11.0,2.2,18.0
56.0,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23.0,1996.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5,0.48,-0.5,-0.55,1.0,4.0,25.0,18.0,6.0,11.1,26.2,7.0,28.6,30.4,16.0,0.0,0.0,2.0,2.0,30.5
57.0,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35.0,1985.0,35.0,44.0,3.0,0.0,4.0,4.0,40.8,0.27,0.8,0.02,238.0,609.0,39.1,738.0,154.0,54.9,40.4,272.0,75.0,51.9,516.0,26.0,5.0,15.0,0.43,10.8
58.0,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31.0,1988.0,20.8,50.0,3.0,1.0,8.0,2.0,41.5,0.28,-6.5,-0.31,91.0,350.0,26.0,638.0,119.0,35.9,33.5,183.0,66.1,46.5,374.0,12.0,3.2,20.0,0.96,12.6
59.0,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22.0,1998.0,1.2,3.0,1.0,0.0,1.0,0.0,3.5,0.36,0.5,0.41,3.0,13.0,23.1,19.0,6.0,52.6,39.4,9.0,33.3,29.6,14.0,0.0,0.0,3.0,2.52,21.8
60.0,Aitor Fernández,es ESP,GK,Levante,es La Liga,29.0,1991.0,29.0,44.0,3.0,1.0,6.0,2.0,36.4,0.29,-5.6,-0.19,100.0,281.0,35.6,721.0,153.0,31.8,32.8,206.0,25.2,28.1,395.0,7.0,1.8,54.0,1.86,17.7
61.0,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22.0,1998.0,22.0,32.0,2.0,0.0,7.0,1.0,30.0,0.3,-1.0,-0.04,108.0,276.0,39.1,635.0,114.0,33.4,34.1,173.0,37.0,37.2,281.0,12.0,4.3,23.0,1.05,15.4
62.0,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33.0,1986.0,16.0,21.0,3.0,1.0,3.0,1.0,18.2,0.28,-1.8,-0.12,80.0,232.0,34.5,447.0,73.0,38.7,34.2,120.0,49.2,40.5,258.0,4.0,1.6,11.0,0.69,13.4
63.0,Marco Festa,it ITA,GK,Crotone,it Serie A,28.0,1992.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.11,-0.1,-0.1,8.0,13.0,61.5,26.0,9.0,30.8,31.1,10.0,50.0,36.7,20.0,0.0,0.0,1.0,1.0,11.5
64.0,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27.0,1993.0,3.0,6.0,2.0,0.0,0.0,0.0,7.3,0.34,1.3,0.42,29.0,59.0,49.2,96.0,10.0,38.5,37.1,27.0,81.5,61.9,55.0,0.0,0.0,2.0,0.67,11.9
65.0,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,32.0,1988.0,8.0,11.0,2.0,0.0,1.0,0.0,9.8,0.23,-1.2,-0.16,30.0,134.0,22.4,207.0,28.0,44.0,35.3,64.0,67.2,44.2,142.0,6.0,4.2,14.0,1.75,15.6
66.0,Daniel Fuzato,br BRA,GK,Roma,it Serie A,23.0,1997.0,5.0,7.0,0.0,0.0,1.0,0.0,5.6,0.22,-1.4,-0.27,17.0,51.0,33.3,122.0,31.0,32.8,34.1,30.0,36.7,37.2,50.0,4.0,8.0,2.0,0.4,11.5
67.0,Manuel Gasparini,it ITA,GK,Udinese,it Serie A,18.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,44.0,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,
68.0,Paulo Gazzaniga,ar ARG,GK,Elche,es La Liga,28.0,1992.0,8.0,9.0,1.0,0.0,3.0,1.0,6.4,0.24,-1.6,-0.21,59.0,151.0,39.1,180.0,24.0,55.0,45.0,63.0,82.5,62.5,93.0,2.0,2.2,3.0,0.38,12.4
69.0,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,29.0,1990.0,25.5,32.0,4.0,1.0,5.0,2.0,28.1,0.27,-1.9,-0.08,67.0,174.0,38.5,417.0,88.0,28.1,29.7,172.0,33.1,29.1,310.0,2.0,0.6,28.0,1.1,16.8
70.0,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32.0,1987.0,34.0,54.0,6.0,0.0,2.0,3.0,53.2,0.26,2.2,0.07,193.0,565.0,34.2,1087.0,214.0,36.6,34.1,297.0,56.2,44.7,619.0,33.0,5.3,36.0,1.06,16.0
71.0,David Gil,es ESP,GK,Cádiz,es La Liga,26.0,1994.0,4.0,10.0,1.0,0.0,1.0,0.0,6.1,0.3,-3.9,-0.96,32.0,104.0,30.8,85.0,9.0,80.0,52.2,37.0,97.3,64.4,62.0,2.0,3.2,1.0,0.25,9.0
72.0,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,25.0,1995.0,24.0,26.0,4.0,0.0,3.0,1.0,24.9,0.29,-0.1,0.0,92.0,232.0,39.7,550.0,87.0,28.7,32.6,116.0,63.8,49.7,234.0,6.0,2.6,39.0,1.63,17.4
73.0,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,26.0,1993.0,5.0,10.0,3.0,0.0,1.0,1.0,11.8,0.29,2.8,0.55,29.0,90.0,32.2,122.0,31.0,39.3,36.7,65.0,64.6,49.2,122.0,7.0,5.7,7.0,1.4,12.3
74.0,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,26.0,1993.0,22.0,25.0,3.0,0.0,0.0,1.0,21.8,0.25,-2.2,-0.1,81.0,204.0,39.7,532.0,113.0,25.8,28.6,130.0,51.5,41.2,222.0,7.0,3.2,35.0,1.59,18.7
75.0,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,20.0,2000.0,8.0,8.0,2.0,1.0,0.0,0.0,10.9,0.28,2.9,0.36,46.0,128.0,35.9,149.0,30.0,51.0,38.5,69.0,75.4,54.9,119.0,5.0,4.2,7.0,0.88,14.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,21.0,1999.0,4.0,7.0,0.0,0.0,0.0,0.0,7.9,0.38,0.9,0.24,8.0,23.0,34.8,136.0,26.0,15.4,24.6,25.0,8.0,22.6,39.0,1.0,2.6,7.0,1.75,17.4
77.0,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,33.0,1987.0,37.0,64.0,3.0,1.0,9.0,0.0,50.2,0.28,-13.8,-0.37,223.0,651.0,34.3,762.0,156.0,50.5,38.5,315.0,84.4,56.0,604.0,19.0,3.1,24.0,0.65,13.3
78.0,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,30.0,1990.0,33.0,30.0,3.0,0.0,1.0,0.0,26.8,0.3,-3.2,-0.1,96.0,222.0,43.2,1003.0,172.0,19.1,27.7,168.0,17.9,25.7,315.0,15.0,4.8,65.0,1.97,19.7
79.0,Samir Handanović,si SVN,GK,Inter,it Serie A,36.0,1984.0,36.0,33.0,4.0,1.0,3.0,1.0,31.6,0.24,-0.4,-0.01,91.0,200.0,45.5,911.0,159.0,17.0,26.7,167.0,26.9,30.8,441.0,13.0,2.9,22.0,0.61,14.9
80.0,Dean Henderson,eng ENG,GK,Manchester Utd,eng Premier League,23.0,1997.0,12.5,12.0,0.0,0.0,4.0,0.0,11.2,0.23,-0.8,-0.06,19.0,92.0,20.7,230.0,66.0,28.3,30.9,94.0,28.7,30.0,169.0,9.0,5.3,19.0,1.52,17.4
81.0,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,27.0,1993.0,32.9,40.0,4.0,0.0,5.0,2.0,39.5,0.28,1.5,0.05,389.0,891.0,43.7,892.0,82.0,72.5,48.0,259.0,94.2,61.1,533.0,29.0,5.4,69.0,2.1,17.5
82.0,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,32.0,1987.0,15.5,16.0,2.0,0.0,1.0,1.0,15.1,0.3,0.1,0.0,75.0,155.0,48.4,426.0,71.0,23.9,29.1,123.0,43.1,39.5,176.0,8.0,4.5,8.0,0.52,12.1
83.0,Timo Horn,de GER,GK,Köln,de Bundesliga,27.0,1993.0,33.4,59.0,7.0,1.0,5.0,0.0,53.7,0.3,-5.3,-0.16,234.0,530.0,44.2,1110.0,120.0,39.4,35.5,221.0,42.1,37.1,469.0,14.0,3.0,30.0,0.9,15.2
84.0,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,30.0,1989.0,28.5,29.0,1.0,1.0,0.0,2.0,26.6,0.31,-0.4,-0.01,149.0,419.0,35.6,1208.0,179.0,29.7,31.5,180.0,33.3,32.8,322.0,20.0,6.2,58.0,2.04,18.2
85.0,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,35.0,1984.0,8.0,13.0,1.0,0.0,2.0,1.0,8.0,0.18,-4.0,-0.5,55.0,141.0,39.0,209.0,27.0,46.4,38.7,73.0,60.3,45.8,124.0,2.0,1.6,3.0,0.38,12.0
86.0,Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,27.0,1993.0,37.0,74.0,7.0,2.0,7.0,3.0,67.2,0.26,-3.8,-0.1,293.0,889.0,33.0,994.0,182.0,63.8,45.0,296.0,86.1,56.8,645.0,20.0,3.1,38.0,1.03,14.0
87.0,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,23.0,1996.0,8.0,14.0,1.0,0.0,1.0,1.0,10.3,0.29,-2.7,-0.34,54.0,133.0,40.6,189.0,47.0,45.0,35.4,56.0,85.7,59.2,93.0,1.0,1.1,2.0,0.25,10.6
88.0,Loris Karius,de GER,GK,Union Berlin,de Bundesliga,27.0,1993.0,3.2,1.0,0.0,0.0,0.0,1.0,0.9,0.23,0.9,0.28,17.0,53.0,32.1,73.0,9.0,52.1,40.4,21.0,71.4,53.7,47.0,2.0,4.3,1.0,0.31,8.6
89.0,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,37.0,1983.0,24.0,31.0,3.0,1.0,3.0,0.0,31.0,0.31,0.0,0.0,195.0,404.0,48.3,520.0,81.0,50.2,38.9,192.0,74.5,53.5,349.0,11.0,3.2,11.0,0.46,11.9
90.0,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,21.0,1998.0,2.0,1.0,0.0,0.0,0.0,0.0,2.1,0.3,1.1,0.55,2.0,15.0,13.3,50.0,12.0,22.0,28.5,14.0,28.6,30.4,27.0,1.0,3.7,2.0,1.0,16.3
91.0,Gregor Kobel,ch SUI,GK,Stuttgart,de Bundesliga,22.0,1997.0,33.0,54.0,5.0,1.0,3.0,1.0,52.5,0.29,-0.5,-0.02,126.0,315.0,40.0,940.0,207.0,27.6,28.2,280.0,20.0,25.2,459.0,17.0,3.7,42.0,1.27,15.9
